detailref;entryref;linenumber;linenumbercounter;accmainid;accmainiddesc;accsubid;accsubdesc;amount;debitcreditcode;postingdate;documenttype;doctypedesc;documentnumber;documentreference;entrynumbercounter;documentdate;paymentmethod;detailcomment;erpno;divisionno;enteredby;entereddate;entrynumber;entrycomment
913844;344985;1184;445;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000044;00000000000000000000000000000607;445;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000607;00000000000000000000000000000607 numaralý iþlem
913845;344985;1185;445;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000044;00000000000000000000000000000607;445;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000607;00000000000000000000000000000607 numaralý iþlem
913846;344986;1186;446;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000045;00000000000000000000000000000608;446;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000608;00000000000000000000000000000608 numaralý iþlem
913847;344986;1187;446;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000045;00000000000000000000000000000608;446;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000608;00000000000000000000000000000608 numaralý iþlem
913848;344986;1188;446;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000045;00000000000000000000000000000608;446;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000608;00000000000000000000000000000608 numaralý iþlem
913849;344987;1189;447;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000046;00000000000000000000000000000609;447;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000609;00000000000000000000000000000609 numaralý iþlem
913850;344987;1190;447;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000046;00000000000000000000000000000609;447;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000609;00000000000000000000000000000609 numaralý iþlem
913851;344987;1191;447;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000046;00000000000000000000000000000609;447;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000609;00000000000000000000000000000609 numaralý iþlem
913852;344988;1192;448;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000047;00000000000000000000000000000610;448;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000610;00000000000000000000000000000610 numaralý iþlem
913853;344988;1193;448;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000047;00000000000000000000000000000610;448;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000610;00000000000000000000000000000610 numaralý iþlem
913854;344988;1194;448;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000047;00000000000000000000000000000610;448;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000610;00000000000000000000000000000610 numaralý iþlem
913855;344989;1195;449;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000048;00000000000000000000000000000611;449;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000611;00000000000000000000000000000611 numaralý iþlem
913856;344989;1196;449;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000048;00000000000000000000000000000611;449;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000611;00000000000000000000000000000611 numaralý iþlem
913857;344989;1197;449;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000048;00000000000000000000000000000611;449;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000611;00000000000000000000000000000611 numaralý iþlem
913858;344990;1198;450;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000049;00000000000000000000000000000612;450;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000612;00000000000000000000000000000612 numaralý iþlem
913859;344990;1199;450;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000049;00000000000000000000000000000612;450;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000612;00000000000000000000000000000612 numaralý iþlem
913860;344990;1200;450;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000049;00000000000000000000000000000612;450;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000612;00000000000000000000000000000612 numaralý iþlem
913861;344991;1201;451;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000000;00000000000000000000000000000613;451;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000613;00000000000000000000000000000613 numaralý iþlem
913862;344991;1202;451;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000000;00000000000000000000000000000613;451;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000613;00000000000000000000000000000613 numaralý iþlem
913863;344991;1203;451;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000000;00000000000000000000000000000613;451;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000613;00000000000000000000000000000613 numaralý iþlem
913864;344992;1204;452;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000001;00000000000000000000000000000614;452;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000614;00000000000000000000000000000614 numaralý iþlem
913865;344992;1205;452;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000001;00000000000000000000000000000614;452;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000614;00000000000000000000000000000614 numaralý iþlem
913866;344992;1206;452;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000001;00000000000000000000000000000614;452;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000614;00000000000000000000000000000614 numaralý iþlem
913867;344993;1207;453;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000002;00000000000000000000000000000615;453;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000615;00000000000000000000000000000615 numaralý iþlem
913868;344993;1208;453;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000002;00000000000000000000000000000615;453;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000615;00000000000000000000000000000615 numaralý iþlem
913869;344993;1209;453;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000002;00000000000000000000000000000615;453;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000615;00000000000000000000000000000615 numaralý iþlem
913870;344994;1210;454;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000003;00000000000000000000000000000616;454;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000616;00000000000000000000000000000616 numaralý iþlem
913871;344994;1211;454;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000003;00000000000000000000000000000616;454;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000616;00000000000000000000000000000616 numaralý iþlem
913872;344994;1212;454;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000003;00000000000000000000000000000616;454;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000616;00000000000000000000000000000616 numaralý iþlem
913873;344995;1213;455;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000004;00000000000000000000000000000617;455;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000617;00000000000000000000000000000617 numaralý iþlem
913874;344995;1214;455;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000004;00000000000000000000000000000617;455;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000617;00000000000000000000000000000617 numaralý iþlem
913875;344995;1215;455;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000004;00000000000000000000000000000617;455;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000617;00000000000000000000000000000617 numaralý iþlem
913876;344996;1216;456;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000005;00000000000000000000000000000618;456;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000618;00000000000000000000000000000618 numaralý iþlem
913877;344996;1217;456;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000005;00000000000000000000000000000618;456;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000618;00000000000000000000000000000618 numaralý iþlem
913878;344996;1218;456;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000005;00000000000000000000000000000618;456;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000618;00000000000000000000000000000618 numaralý iþlem
913879;344997;1219;457;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000006;00000000000000000000000000000619;457;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000619;00000000000000000000000000000619 numaralý iþlem
913880;344997;1220;457;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000006;00000000000000000000000000000619;457;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000619;00000000000000000000000000000619 numaralý iþlem
913881;344997;1221;457;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000006;00000000000000000000000000000619;457;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000619;00000000000000000000000000000619 numaralý iþlem
913882;344998;1222;458;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000007;00000000000000000000000000000620;458;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000620;00000000000000000000000000000620 numaralý iþlem
913883;344998;1223;458;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000007;00000000000000000000000000000620;458;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000620;00000000000000000000000000000620 numaralý iþlem
913884;344998;1224;458;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000007;00000000000000000000000000000620;458;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000620;00000000000000000000000000000620 numaralý iþlem
913885;344999;1225;459;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000008;00000000000000000000000000000621;459;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000621;00000000000000000000000000000621 numaralý iþlem
913886;344999;1226;459;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000008;00000000000000000000000000000621;459;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000621;00000000000000000000000000000621 numaralý iþlem
913887;344999;1227;459;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000008;00000000000000000000000000000621;459;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000621;00000000000000000000000000000621 numaralý iþlem
913888;345000;1228;460;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000009;00000000000000000000000000000622;460;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000622;00000000000000000000000000000622 numaralý iþlem
913889;345000;1229;460;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000009;00000000000000000000000000000622;460;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000622;00000000000000000000000000000622 numaralý iþlem
913890;345000;1230;460;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000009;00000000000000000000000000000622;460;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000622;00000000000000000000000000000622 numaralý iþlem
913891;345001;1231;461;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000010;00000000000000000000000000000623;461;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000623;00000000000000000000000000000623 numaralý iþlem
913892;345001;1232;461;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000010;00000000000000000000000000000623;461;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000623;00000000000000000000000000000623 numaralý iþlem
913893;345001;1233;461;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000010;00000000000000000000000000000623;461;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000623;00000000000000000000000000000623 numaralý iþlem
913894;345002;1234;462;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000011;00000000000000000000000000000624;462;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000624;00000000000000000000000000000624 numaralý iþlem
913895;345002;1235;462;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000011;00000000000000000000000000000624;462;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000624;00000000000000000000000000000624 numaralý iþlem
913896;345002;1236;462;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000011;00000000000000000000000000000624;462;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000624;00000000000000000000000000000624 numaralý iþlem
913897;345003;1237;463;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000012;00000000000000000000000000000625;463;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000625;00000000000000000000000000000625 numaralý iþlem
913898;345003;1238;463;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000012;00000000000000000000000000000625;463;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000625;00000000000000000000000000000625 numaralý iþlem
913899;345003;1239;463;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000012;00000000000000000000000000000625;463;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000625;00000000000000000000000000000625 numaralý iþlem
913900;345004;1240;464;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000013;00000000000000000000000000000626;464;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000626;00000000000000000000000000000626 numaralý iþlem
913901;345004;1241;464;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000013;00000000000000000000000000000626;464;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000626;00000000000000000000000000000626 numaralý iþlem
913902;345004;1242;464;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000013;00000000000000000000000000000626;464;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000626;00000000000000000000000000000626 numaralý iþlem
913903;345005;1243;465;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000014;00000000000000000000000000000627;465;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000627;00000000000000000000000000000627 numaralý iþlem
913904;345005;1244;465;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000014;00000000000000000000000000000627;465;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000627;00000000000000000000000000000627 numaralý iþlem
913905;345005;1245;465;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000014;00000000000000000000000000000627;465;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000627;00000000000000000000000000000627 numaralý iþlem
913906;345006;1246;466;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000015;00000000000000000000000000000628;466;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000628;00000000000000000000000000000628 numaralý iþlem
913907;345006;1247;466;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000015;00000000000000000000000000000628;466;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000628;00000000000000000000000000000628 numaralý iþlem
913908;345006;1248;466;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000015;00000000000000000000000000000628;466;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000628;00000000000000000000000000000628 numaralý iþlem
913909;345007;1249;467;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000016;00000000000000000000000000000629;467;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000629;00000000000000000000000000000629 numaralý iþlem
913910;345007;1250;467;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000016;00000000000000000000000000000629;467;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000629;00000000000000000000000000000629 numaralý iþlem
913911;345007;1251;467;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000016;00000000000000000000000000000629;467;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000629;00000000000000000000000000000629 numaralý iþlem
913912;345008;1252;468;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000017;00000000000000000000000000000630;468;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000630;00000000000000000000000000000630 numaralý iþlem
913913;345008;1253;468;191;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;191.01;ÝNDÝRÝLECEK KATMA DEÐER VERGÝSÝ;180;D;2013-01-04;invoice;NULL;000017;00000000000000000000000000000630;468;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000630;00000000000000000000000000000630 numaralý iþlem
913914;345008;1254;468;320;SATICILAR;320.01;SATICILAR 1;1180;C;2013-01-04;invoice;NULL;000017;00000000000000000000000000000630;468;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000630;00000000000000000000000000000630 numaralý iþlem
913915;345009;1255;469;153;TÝCARÝ MALLAR;153.01;MALZEME 1;1000;D;2013-01-04;invoice;NULL;000018;00000000000000000000000000000631;469;2013-01-04;NULL;;00101;0;H.A.;2013-01-04;00000000000000000000000000000631;00000000000000000000000000000631 numaralý iþlem
